device id,device type,user social score,latitude,longitude,timestamp,data integrity score,authenticity score,anomaly score,twin sync latency ms,battery level pct,network strength db,encryption enabled,firmware version,vulnerability count,suspicious interactions count,fused confidence,risk score,risk level,recommended action,device id,device type,user social score,latitude,longitude,timestamp
dev_100329,camera,0.324,22.77307,81.391115,39:15.5,0.547,0.503,0.167,0,48,-70.4,TRUE,2.1.8,0,0,0.467,0.224,Low,Normal monitoring; periodic audit,dev_100329,camera,115.89651,156.4300675,196.963625,39:15.5
dev_100330,router,0.814,23.731991,78.897992,54:16.5,0.906,0.71,0.366,66,100,-60.5,FALSE,1.1.1,0,0,0.547,0.194,Low,Normal monitoring; periodic audit,dev_100330,router,112.5653197,151.6073157,190.6493117,54:16.5
dev_100331,sensor,0.687,16.650946,80.610978,05:22.5,0.714,0.812,0.269,68,42,-74.9,TRUE,1.2.1,1,1,0.67,0.218,Low,Normal monitoring; periodic audit,dev_100331,sensor,112.5736193,152.5356083,192.4975973,05:22.5
dev_100332,wearable,0.798,21.196115,76.512937,04:32.5,0.626,0.411,0.489,168,67,-69.9,TRUE,2.0.8,1,0,0.658,0.361,Medium,Schedule patch; Enable additional logging; User notification,dev_100332,wearable,108.550621,146.4080895,184.265558,04:32.5
dev_100333,sensor,0.639,20.099525,76.818151,37:48.5,0.935,0.412,0.261,209,13,-76.8,TRUE,1.0.9,0,1,0.737,0.22,Low,Normal monitoring; periodic audit,dev_100333,sensor,108.698043,146.7876185,184.877194,37:48.5
dev_100334,smart_speaker,0.322,20.58221,76.113752,46:45.5,0.877,0.655,0.177,72,100,-71.6,TRUE,1.0.2,2,0,0.614,0.179,Low,Normal monitoring; periodic audit,dev_100334,smart_speaker,108.1310727,146.0269487,183.9228247,46:45.5
dev_100335,smart_speaker,0.76,22.473328,81.887467,55:52.5,0.71,0.76,0.465,146,97,-63.3,FALSE,1.2.5,5,1,0.714,0.374,Medium,Schedule patch; Enable additional logging; User notification,dev_100335,smart_speaker,116.167732,156.7314655,197.295199,55:52.5
dev_100336,appliance,0.378,23.532059,78.611398,03:21.5,0.338,0.579,0.422,120,67,-87.3,TRUE,1.0.2,2,2,0.796,0.42,Medium,Schedule patch; Enable additional logging; User notification,dev_100336,appliance,112.407217,151.523916,190.640615,03:21.5
dev_100337,smartphone,0.454,21.192532,81.859636,58:44.5,0.613,0.531,0.637,6,61,-55.4,TRUE,1.0.8,2,1,0.849,0.425,Medium,Schedule patch; Enable additional logging; User notification,dev_100337,smartphone,115.907692,156.61051,197.313328,58:44.5
dev_100338,appliance,0.436,23.703854,82.552764,59:14.5,0.916,0.47,0.284,210,67,-77.9,TRUE,2.0.5,0,3,0.589,0.256,Low,Normal monitoring; periodic audit,dev_100338,appliance,117.68097,158.739352,199.797734,59:14.5
dev_100339,smart_speaker,0.542,24.701679,75.70874,00:09.5,0.502,0.897,0.352,73,42,-74.5,FALSE,3.0.5,2,2,0.778,0.313,Low,Normal monitoring; periodic audit,dev_100339,smart_speaker,108.8175463,146.4009163,183.9842863,00:09.5
dev_100340,camera,0.417,21.177545,83.136389,54:17.5,0.852,0.97,0.266,67,56,-50,FALSE,1.0.2,2,0,0.713,0.168,Low,Normal monitoring; periodic audit,dev_100340,camera,117.6297003,158.9893948,200.3490893,54:17.5
dev_100341,smartphone,0.373,18.12871,77.271771,17:33.5,0.735,0.338,0.202,242,100,-41.3,TRUE,3.0.1,2,1,0.642,0.289,Low,Normal monitoring; periodic audit,dev_100341,smartphone,108.8232647,147.2726502,185.7220357,17:33.5
dev_100342,appliance,0.362,20.447149,82.264672,28:47.5,0.531,0.412,0.654,104,68,-71.3,TRUE,2.0.9,1,0,0.819,0.435,Medium,Schedule patch; Enable additional logging; User notification,dev_100342,appliance,116.2606123,157.2119483,198.1632843,28:47.5
dev_100343,smart_speaker,0.506,24.25071,74.283996,37:27.5,0.839,0.713,0.028,64,76,-56.9,TRUE,1.1.8,4,1,0.891,0.18,Low,Normal monitoring; periodic audit,dev_100343,smart_speaker,106.7915647,143.6805627,180.5695607,37:27.5
dev_100344,appliance,0.437,24.813256,75.370605,57:54.5,0.659,0.826,0.877,131,100,-81.3,TRUE,1.0.4,1,0,0.648,0.427,Medium,Schedule patch; Enable additional logging; User notification,dev_100344,appliance,108.473892,145.9406945,183.407497,57:54.5
dev_100345,router,0.837,23.115249,78.998669,45:31.5,0.757,0.89,0.183,116,100,-69.1,TRUE,2.1.4,10,0,0.704,0.285,Low,Normal monitoring; periodic audit,dev_100345,router,112.4786417,151.5594762,190.6403107,45:31.5
dev_100346,smartphone,0.499,19.313648,82.43302,08:10.5,0.443,0.74,0.463,41,68,-75.2,TRUE,1.0.3,2,0,0.662,0.352,Medium,Schedule patch; Enable additional logging; User notification,dev_100346,smartphone,116.0159093,156.9829193,197.9499293,08:10.5
dev_100347,wearable,0.643,16.535804,81.505723,48:26.5,0.592,0.565,0.442,189,100,-74.8,TRUE,1.1.4,2,2,0.757,0.382,Medium,Schedule patch; Enable additional logging; User notification,dev_100347,wearable,113.7575653,154.1889268,194.6202883,48:26.5
dev_100348,camera,0.544,24.480632,76.365172,47:42.5,0.856,0.527,0.605,220,0,-69.6,TRUE,1.0.7,0,0,0.613,0.322,Low,Normal monitoring; periodic audit,dev_100348,camera,109.6177733,147.5283593,185.4389453,47:42.5
dev_100349,thermostat,0.525,21.860137,81.238833,08:50.5,0.961,0.527,0.209,130,25,-75.3,TRUE,1.1.6,0,0,0.643,0.158,Low,Normal monitoring; periodic audit,dev_100349,thermostat,115.2551563,155.6120728,195.9689893,08:50.5
dev_100350,wearable,0.503,15.878274,80.256449,44:50.5,0.75,0.845,0.348,264,74,-76,TRUE,2.1.8,1,2,0.818,0.26,Low,Normal monitoring; periodic audit,dev_100350,wearable,111.9660233,151.8427478,191.7194723,44:50.5
dev_100351,vehicle,0.859,18.92043,82.277066,43:53.5,0.789,0.359,0.167,212,94,-65.6,FALSE,1.0.6,0,1,0.77,0.224,Low,Normal monitoring; periodic audit,dev_100351,vehicle,115.436898,156.145931,196.854964,43:53.5
dev_100352,smartphone,0.513,19.435642,78.286239,06:28.5,0.509,0.886,0.057,125,36,-71.8,FALSE,2.0.0,1,0,0.993,0.16,Low,Normal monitoring; periodic audit,dev_100352,smartphone,110.5181993,149.4048188,188.2914383,06:28.5
dev_100353,camera,0.564,25.572851,76.548742,28:01.5,0.711,0.649,0.131,9,73,-76.3,TRUE,1.2.9,0,2,0.662,0.19,Low,Normal monitoring; periodic audit,dev_100353,camera,110.213273,148.205644,186.198015,28:01.5
dev_100354,appliance,0.451,22.533621,75.627043,13:26.5,0.952,0.773,0.208,21,100,-52.5,TRUE,3.0.6,2,1,0.837,0.172,Low,Normal monitoring; periodic audit,dev_100354,appliance,108.0465977,145.6346192,183.2226407,13:26.5
dev_100355,appliance,0.647,24.395014,82.840435,33:25.5,0.737,0.687,0.233,228,66,-63.2,TRUE,1.0.5,0,2,0.829,0.226,Low,Normal monitoring; periodic audit,dev_100355,appliance,118.1542513,159.2509688,200.3476863,33:25.5
dev_100356,router,0.619,22.057717,79.416529,54:28.5,0.527,0.783,0.042,152,53,-76.8,TRUE,3.0.5,3,1,0.839,0.222,Low,Normal monitoring; periodic audit,dev_100356,router,112.828611,152.2273755,191.62614,54:28.5
dev_100357,camera,0.56,21.603959,77.236667,19:10.5,0.425,0.707,0.484,224,38,-64.1,FALSE,1.1.6,0,1,0.802,0.356,Medium,Schedule patch; Enable additional logging; User notification,dev_100357,camera,109.810209,148.1485425,186.486876,19:10.5
dev_100358,sensor,0.551,25.531431,81.251921,49:59.5,0.97,0.534,0.4,189,73,-66.1,TRUE,1.0.6,1,0,0.748,0.244,Low,Normal monitoring; periodic audit,dev_100358,sensor,116.4790383,156.8294988,197.1799593,49:59.5
dev_100359,vehicle,0.483,19.148067,76.47803,12:11.5,0.525,0.304,0.339,182,43,-58.6,FALSE,1.1.5,1,1,0.677,0.363,Medium,Schedule patch; Enable additional logging; User notification,dev_100359,vehicle,108.0313957,146.0289107,184.0264257,12:11.5
dev_100360,camera,0.534,21.154273,77.232676,37:59.5,0.409,0.625,0.129,131,85,-62,FALSE,2.1.1,0,1,0.673,0.243,Low,Normal monitoring; periodic audit,dev_100360,camera,109.6723257,148.0216637,186.3710017,37:59.5
dev_100361,wearable,0.552,21.220241,78.753307,19:07.5,0.759,0.759,0.43,160,40,-69.8,FALSE,1.2.5,0,1,0.845,0.26,Low,Normal monitoring; periodic audit,dev_100361,wearable,111.709823,150.8104765,189.91113,19:07.5
dev_100362,thermostat,0.683,19.934411,83.248121,03:17.5,0.766,0.731,0.748,145,79,-57.2,TRUE,1.1.1,0,2,0.655,0.39,Medium,Schedule patch; Enable additional logging; User notification,dev_100362,thermostat,117.186965,158.4695255,199.752086,03:17.5
dev_100363,wearable,0.638,20.332898,75.899903,04:32.5,0.755,0.722,0.491,75,60,-72.1,TRUE,1.1.9,0,3,0.761,0.316,Low,Normal monitoring; periodic audit,dev_100363,wearable,107.55217,145.1831215,182.814073,04:32.5
dev_100364,camera,0.824,17.676969,79.209784,41:56.5,0.528,0.587,0.57,134,73,-66.9,TRUE,1.1.7,2,1,0.611,0.417,Medium,Schedule patch; Enable additional logging; User notification,dev_100364,camera,110.956035,150.148927,189.341819,41:56.5
dev_100365,router,1,16.073376,82.783382,00:10.5,0.574,0.562,0.238,195,50,-78.7,TRUE,3.0.9,1,1,0.702,0.279,Low,Normal monitoring; periodic audit,dev_100365,router,115.068968,155.960659,196.85235,00:10.5
dev_100366,vehicle,0.27,16.305767,81.949774,13:00.5,0.685,0.673,0.1,51,81,-47.9,TRUE,3.0.5,0,1,0.644,0.166,Low,Normal monitoring; periodic audit,dev_100366,vehicle,114.521621,155.361508,196.201395,13:00.5
dev_100367,camera,0.488,15.705246,76.386157,45:29.5,0.932,0.744,0,223,81,-76.8,TRUE,2.0.7,0,0,0.807,0.063,Low,Normal monitoring; periodic audit,dev_100367,camera,106.757958,144.7070365,182.656115,45:29.5
dev_100368,smart_speaker,0.496,17.883572,79.229323,09:10.5,0.786,0.729,0.072,216,62,-69.5,TRUE,2.1.0,1,2,0.718,0.172,Low,Normal monitoring; periodic audit,dev_100368,smart_speaker,111.2696213,150.6362828,190.0029443,09:10.5
dev_100369,camera,0.205,21.567193,78.687521,49:30.5,0.637,0.883,0.195,138,41,-57.1,FALSE,1.2.7,1,0,0.691,0.184,Low,Normal monitoring; periodic audit,dev_100369,camera,111.9690923,151.2103528,190.4516133,49:30.5
dev_100370,smartphone,0.417,19.678574,77.449928,51:55.5,0.822,0.745,0.423,187,88,-68.1,TRUE,1.2.4,0,1,0.797,0.248,Low,Normal monitoring; periodic audit,dev_100370,smartphone,109.5480953,148.0645593,186.5810233,51:55.5
dev_100371,camera,0.468,20.65601,74.219222,51:27.5,0.567,0.654,0.383,213,54,-62.9,TRUE,2.1.9,4,1,0.898,0.375,Medium,Schedule patch; Enable additional logging; User notification,dev_100371,camera,105.5322993,142.4079103,179.2835213,51:27.5
dev_100372,router,0.695,18.399602,79.530884,19:26.5,0.799,0.649,0.234,264,76,-72.5,TRUE,2.1.8,1,0,0.728,0.207,Low,Normal monitoring; periodic audit,dev_100372,router,111.711046,151.128988,190.54693,19:26.5
dev_100373,smartphone,0.712,16.401492,77.835812,11:07.5,0.847,0.458,0.306,211,29,-52.5,TRUE,2.0.9,2,0,0.614,0.267,Low,Normal monitoring; periodic audit,dev_100373,smartphone,108.77358,147.335486,185.897392,11:07.5
dev_100374,vehicle,0.704,24.494851,82.553363,16:59.5,0.87,0.525,0.168,136,56,-60.4,TRUE,2.1.7,2,1,0.932,0.217,Low,Normal monitoring; periodic audit,dev_100374,vehicle,117.7667677,158.6914492,199.6161307,16:59.5
dev_100375,smartphone,0.806,18.704117,77.16301,28:30.5,0.671,0.471,0.131,187,20,-41.1,TRUE,2.0.1,1,0,0.971,0.219,Low,Normal monitoring; periodic audit,dev_100375,smartphone,108.5813857,146.7598907,184.9383957,28:30.5
dev_100376,vehicle,0.762,17.539893,77.870074,33:55.5,0.921,0.674,0.191,65,74,-62,TRUE,3.0.1,2,1,0.775,0.189,Low,Normal monitoring; periodic audit,dev_100376,vehicle,109.1653963,147.7194333,186.2734703,33:55.5
dev_100377,thermostat,0.68,18.165471,79.603749,49:17.5,0.89,0.627,0.227,160,70,-64.7,TRUE,1.0.3,0,2,0.736,0.199,Low,Normal monitoring; periodic audit,dev_100377,thermostat,111.7401557,151.2020302,190.6639047,49:17.5
dev_100378,router,0.395,20.28536,82.274172,11:12.5,0.63,0.716,0.216,233,43,-71.1,TRUE,2.1.8,0,0,0.696,0.204,Low,Normal monitoring; periodic audit,dev_100378,router,116.1973493,157.1369353,198.0765213,11:12.5
dev_100379,vehicle,0.667,23.616588,83.844935,25:16.5,0.482,0.75,0.073,143,17,-85.7,TRUE,1.2.4,2,0,0.674,0.211,Low,Normal monitoring; periodic audit,dev_100379,vehicle,119.220776,160.8097435,202.398711,25:16.5
dev_100380,vehicle,0.865,19.513995,83.012195,14:32.5,0.744,0.76,0.067,169,55,-76.6,TRUE,3.0.9,0,2,0.902,0.152,Low,Normal monitoring; periodic audit,dev_100380,vehicle,116.610925,157.6845225,198.75812,14:32.5
dev_100381,vehicle,0.825,17.688562,74.266874,14:51.5,0.635,0.79,0.102,212,60,-77.3,TRUE,1.0.5,2,0,0.865,0.188,Low,Normal monitoring; periodic audit,dev_100381,vehicle,104.368686,141.089623,177.81056,14:51.5
dev_100382,appliance,0.654,25.453443,81.633025,15:39.5,0.833,0.964,0.416,220,94,-78.2,FALSE,1.2.4,1,1,0.612,0.231,Low,Normal monitoring; periodic audit,dev_100382,appliance,116.8925143,157.3820268,197.8715393,15:39.5
dev_100383,thermostat,0.587,16.453437,82.396224,00:14.5,0.498,0.698,0.152,195,96,-53.8,TRUE,1.2.1,0,1,0.838,0.225,Low,Normal monitoring; periodic audit,dev_100383,thermostat,114.9547777,155.8593897,196.7640017,00:14.5
dev_100384,thermostat,0.508,18.864615,78.843502,39:37.5,0.886,0.471,0.389,173,100,-77.5,TRUE,1.2.4,1,0,0.775,0.266,Low,Normal monitoring; periodic audit,dev_100384,thermostat,111.0742077,150.2419587,189.4097097,39:37.5
dev_100385,appliance,0.624,19.728671,78.198758,55:51.5,0.863,0.442,0.169,127,32,-73.1,TRUE,1.1.9,1,0,0.771,0.195,Low,Normal monitoring; periodic audit,dev_100385,appliance,110.4252343,149.2126133,187.9999923,55:51.5
dev_100386,camera,0.807,22.772379,82.933285,17:36.5,0.783,0.56,0,169,62,-67.9,TRUE,1.2.8,0,1,0.699,0.135,Low,Normal monitoring; periodic audit,dev_100386,camera,117.6305063,158.6936488,199.7567913,17:36.5
dev_100387,vehicle,0.462,18.41023,80.005295,05:45.5,0.507,0.923,0.599,98,74,-78.5,TRUE,1.1.8,1,1,0.706,0.36,Medium,Schedule patch; Enable additional logging; User notification,dev_100387,vehicle,112.50247,152.2741175,192.045765,05:45.5
dev_100388,appliance,0.632,16.675304,79.051663,44:47.5,0.587,0.609,0.341,161,19,-63.6,TRUE,2.1.5,9,0,0.864,0.419,Medium,Schedule patch; Enable additional logging; User notification,dev_100388,appliance,110.5393187,149.7491502,188.9589817,44:47.5
dev_100389,thermostat,0.546,19.224987,83.478936,22:54.5,0.758,0.748,0.339,86,31,-76.7,TRUE,1.1.5,2,2,0.713,0.28,Low,Normal monitoring; periodic audit,dev_100389,thermostat,117.349577,158.816045,200.282513,22:54.5
dev_100390,router,0.846,24.768947,78.464143,56:17.5,0.59,0.535,0.172,118,76,-80.2,TRUE,1.1.3,1,2,0.611,0.27,Low,Normal monitoring; periodic audit,dev_100390,router,112.311173,151.1202445,189.929316,56:17.5
dev_100391,thermostat,0.627,20.119345,82.774873,17:50.5,0.596,0.258,0.092,248,39,-61.2,FALSE,1.0.4,2,0,0.584,0.274,Low,Normal monitoring; periodic audit,dev_100391,thermostat,116.6549457,157.7288822,198.8028187,17:50.5
dev_100392,camera,0.58,21.867455,83.757099,24:34.5,0.537,0.663,0.37,191,75,-81.3,TRUE,2.1.8,2,1,0.728,0.336,Low,Normal monitoring; periodic audit,dev_100392,camera,118.578617,160.1671665,201.755716,24:34.5
dev_100393,sensor,0.579,21.865084,77.326587,56:24.5,0.508,0.888,0.143,47,35,-67.3,TRUE,1.0.5,1,1,0.733,0.203,Low,Normal monitoring; periodic audit,dev_100393,sensor,110.0044773,148.3782708,186.7520643,56:24.5
dev_100394,thermostat,0.654,19.750736,81.832468,10:37.5,0.659,0.607,0.338,143,100,-77,TRUE,2.1.6,1,3,0.934,0.321,Low,Normal monitoring; periodic audit,dev_100394,thermostat,115.257536,155.84677,196.436004,10:37.5
dev_100395,thermostat,0.676,16.699492,82.346278,00:21.5,0.853,0.854,0.331,97,66,-63.4,FALSE,3.0.9,0,2,0.896,0.205,Low,Normal monitoring; periodic audit,dev_100395,thermostat,114.910868,155.746007,196.581146,00:21.5
dev_100396,thermostat,0.962,24.203005,82.179366,05:14.5,0.535,0.838,0.092,110,88,-77.1,TRUE,3.0.7,11,0,0.803,0.305,Low,Normal monitoring; periodic audit,dev_100396,thermostat,116.998823,157.607506,198.216189,05:14.5
dev_100397,wearable,0.55,22.744756,80.358438,57:05.5,0.7,0.785,0.304,27,92,-73.8,FALSE,2.0.9,1,1,0.847,0.235,Low,Normal monitoring; periodic audit,dev_100397,wearable,114.3595027,154.2637217,194.1679407,57:05.5
dev_100398,router,0.559,17.983566,76.028032,18:37.5,0.731,0.364,0.177,147,39,-85.3,TRUE,1.1.8,1,0,0.95,0.237,Low,Normal monitoring; periodic audit,dev_100398,router,106.9925647,144.7270807,182.4615967,18:37.5
dev_100399,router,0.514,18.289317,74.964593,47:23.5,0.722,0.566,0.371,85,80,-63.5,TRUE,1.1.5,2,0,0.642,0.292,Low,Normal monitoring; periodic audit,dev_100399,router,105.706563,142.9318595,180.157156,47:23.5
dev_100400,router,0.526,17.923422,83.017795,36:09.5,0.834,0.704,0.104,192,100,-66.2,FALSE,2.0.4,0,0,0.844,0.124,Low,Normal monitoring; periodic audit,dev_100400,router,116.3142007,157.5600982,198.8059957,36:09.5
dev_100401,sensor,0.588,24.607569,74.861683,01:44.5,0.633,0.715,0.326,86,46,-71.7,TRUE,2.1.6,0,0,1,0.235,Low,Normal monitoring; periodic audit,dev_100401,sensor,107.6261003,144.7629418,181.8997833,01:44.5
dev_100402,wearable,0.555,21.288027,78.067831,39:39.5,0.618,0.788,0.212,25,19,-75.8,FALSE,2.1.2,1,0,0.76,0.202,Low,Normal monitoring; periodic audit,dev_100402,wearable,110.8164503,149.5728658,188.3292813,39:39.5
dev_100403,smartphone,0.419,24.173652,81.330402,16:40.5,0.751,0.941,0.377,60,55,-58.7,TRUE,3.0.7,0,1,0.767,0.21,Low,Normal monitoring; periodic audit,dev_100403,smartphone,116.2190867,156.6747877,197.1304887,16:40.5
dev_100404,sensor,0.76,24.301804,82.663955,52:25.5,0.69,0.756,0.146,82,37,-74.5,TRUE,1.0.8,1,0,0.701,0.173,Low,Normal monitoring; periodic audit,dev_100404,sensor,117.8125413,158.7645188,199.7164963,52:25.5
dev_100405,smart_speaker,0.456,24.815013,80.530127,12:44.5,0.878,0.572,0.329,104,68,-60.7,TRUE,1.0.2,1,2,0.777,0.261,Low,Normal monitoring; periodic audit,dev_100405,smart_speaker,115.3411737,155.3782372,195.4153007,12:44.5
dev_100406,sensor,0.669,16.793727,79.282617,55:57.5,0.81,0.7,0.38,94,98,-60.2,TRUE,1.1.6,0,0,0.794,0.221,Low,Normal monitoring; periodic audit,dev_100406,sensor,110.862065,150.1688735,189.475682,55:57.5
dev_100407,wearable,0.547,18.572463,79.566699,34:07.5,0.96,0.634,0.186,110,100,-72.2,FALSE,2.0.5,1,5,0.746,0.236,Low,Normal monitoring; periodic audit,dev_100407,wearable,111.9150863,151.4249358,190.9347853,34:07.5
dev_100408,appliance,0.661,17.903104,74.947275,13:19.5,0.771,0.777,0.208,117,42,-64.4,FALSE,1.0.6,1,0,0.701,0.177,Low,Normal monitoring; periodic audit,dev_100408,appliance,105.4567347,142.5998722,179.7430097,13:19.5
dev_100409,wearable,0.912,25.527428,75.278607,31:46.5,0.728,0.58,0.342,202,61,-72.7,TRUE,2.0.1,0,0,0.697,0.247,Low,Normal monitoring; periodic audit,dev_100409,wearable,108.2726187,145.4559222,182.6392257,31:46.5
dev_100410,smartphone,0.878,17.175026,82.568945,16:11.5,0.891,0.821,0.333,150,60,-58.9,TRUE,1.2.1,0,2,0.593,0.206,Low,Normal monitoring; periodic audit,dev_100410,smartphone,115.231602,156.0770745,196.922547,16:11.5
dev_100411,vehicle,0.788,20.083254,83.755383,07:12.5,0.633,0.291,0.079,79,11,-69.7,TRUE,1.1.2,12,0,0.773,0.361,Medium,Schedule patch; Enable additional logging; User notification,dev_100411,vehicle,117.8429287,159.3266202,200.8103117,07:12.5
dev_100412,thermostat,0.807,17.66211,80.197978,35:43.5,0.537,0.717,0.23,253,58,-56.8,TRUE,3.0.7,3,2,0.702,0.318,Low,Normal monitoring; periodic audit,dev_100412,thermostat,112.2800073,151.9754963,191.6709853,35:43.5
dev_100413,smartphone,0.749,20.231506,78.113681,23:17.5,0.648,0.629,0.222,4,100,-58.2,TRUE,1.0.0,0,0,0.607,0.204,Low,Normal monitoring; periodic audit,dev_100413,smartphone,110.3960767,149.0784172,187.7607577,23:17.5
dev_100414,thermostat,0.68,17.365794,82.693256,48:20.5,0.744,0.856,0.136,232,61,-63.3,TRUE,2.1.9,1,1,0.84,0.167,Low,Normal monitoring; periodic audit,dev_100414,thermostat,115.5929393,156.5995673,197.6061953,48:20.5
dev_100415,camera,0.567,25.484445,80.665537,46:03.5,0.882,0.36,0.199,41,77,-48.4,TRUE,1.2.3,0,0,0.704,0.191,Low,Normal monitoring; periodic audit,dev_100415,camera,115.6708643,155.7201328,195.7694013,46:03.5
dev_100416,smartphone,0.52,20.468105,75.343176,52:52.5,0.586,0.458,0.48,44,84,-61.2,TRUE,1.1.6,3,1,0.713,0.407,Medium,Schedule patch; Enable additional logging; User notification,dev_100416,smartphone,106.933603,144.345191,181.756779,52:52.5
dev_100417,router,0.544,24.496845,79.462784,41:57.5,0.519,0.514,0.226,83,75,-59.8,TRUE,1.0.1,1,1,0.609,0.288,Low,Normal monitoring; periodic audit,dev_100417,router,113.753327,153.212719,192.672111,41:57.5
dev_100418,router,0.271,17.919646,80.131758,31:15.5,0.862,0.296,0.134,71,58,-87,TRUE,2.1.8,12,0,0.795,0.334,Low,Normal monitoring; periodic audit,dev_100418,router,112.6348927,152.5652717,192.4956507,31:15.5
dev_100419,wearable,0.69,23.311798,82.945192,18:50.5,0.563,0.693,0.337,236,52,-68.1,TRUE,3.0.2,0,0,0.718,0.263,Low,Normal monitoring; periodic audit,dev_100419,wearable,117.9041887,159.0317847,200.1593807,18:50.5
dev_100420,smartphone,0.434,24.834045,74.739624,38:39.5,0.889,0.675,0.308,199,17,-85.2,FALSE,2.1.5,1,2,0.722,0.241,Low,Normal monitoring; periodic audit,dev_100420,smartphone,107.6415137,144.7943257,181.9471377,38:39.5
dev_100421,appliance,0.457,25.035937,79.857954,04:50.5,0.766,0.548,0.576,155,31,-66.1,FALSE,1.1.1,1,1,0.762,0.359,Medium,Schedule patch; Enable additional logging; User notification,dev_100421,appliance,114.5179177,154.2183947,193.9188717,04:50.5
dev_100422,vehicle,0.604,24.417665,83.528539,42:38.5,0.837,0.79,0.207,32,54,-63.8,TRUE,1.0.8,1,2,0.933,0.19,Low,Normal monitoring; periodic audit,dev_100422,vehicle,119.1079403,160.5702098,202.0324793,42:38.5
dev_100423,sensor,0.564,18.966995,80.293968,11:34.5,0.559,0.829,0.129,95,88,-69.4,TRUE,2.1.0,1,1,0.828,0.199,Low,Normal monitoring; periodic audit,dev_100423,sensor,113.0049557,152.8699397,192.7349237,11:34.5
dev_100424,router,0.464,20.10706,83.548063,49:17.5,0.747,0.452,0,71,85,-66.6,TRUE,1.0.6,1,0,0.772,0.155,Low,Normal monitoring; periodic audit,dev_100424,router,117.7904373,159.3324688,200.8745003,49:17.5
dev_100425,smart_speaker,0.428,23.403444,77.629572,07:28.5,0.649,0.466,0.417,150,93,-71.3,TRUE,3.0.0,0,2,0.775,0.337,Low,Normal monitoring; periodic audit,dev_100425,smart_speaker,111.0219107,149.6226967,188.2234827,07:28.5
dev_100426,camera,0.731,23.410923,74.117052,10:44.5,0.768,0.773,0.294,83,56,-48.3,TRUE,1.2.3,1,0,0.877,0.206,Low,Normal monitoring; periodic audit,dev_100426,camera,106.1390437,142.8320697,179.5250957,10:44.5
dev_100427,camera,0.401,17.719932,77.706262,56:24.5,0.801,0.837,0.269,70,37,-54.4,FALSE,2.1.5,1,0,0.78,0.181,Low,Normal monitoring; periodic audit,dev_100427,camera,109.24766,147.900291,186.552922,56:24.5
dev_100428,vehicle,0.384,25.418527,80.616948,45:16.5,0.879,0.557,0.292,31,100,-69.5,TRUE,2.1.5,0,1,0.721,0.211,Low,Normal monitoring; periodic audit,dev_100428,vehicle,115.7061063,155.8225803,195.9390543,45:16.5
dev_100429,thermostat,0.698,16.130672,77.096956,37:49.5,0.41,0.792,0.17,207,99,-70.4,TRUE,3.0.7,0,1,0.887,0.236,Low,Normal monitoring; periodic audit,dev_100429,thermostat,107.7074987,145.9069767,184.1064547,37:49.5
dev_100430,router,0.953,21.967609,82.776149,58:16.5,0.649,0.405,0.409,17,91,-69.5,TRUE,3.0.2,0,4,0.687,0.37,Medium,Schedule patch; Enable additional logging; User notification,dev_100430,router,117.0554017,157.9669762,198.8785507,58:16.5
dev_100431,camera,0.45,23.244334,83.442071,09:44.5,0.87,0.599,0.032,104,97,-61.3,FALSE,3.0.7,7,0,0.777,0.234,Low,Normal monitoring; periodic audit,dev_100431,camera,118.704206,160.2002415,201.696277,09:44.5
dev_100432,smartphone,0.44,24.687303,80.455327,51:58.5,0.564,0.762,0.111,262,72,-63,FALSE,1.1.0,1,0,0.642,0.194,Low,Normal monitoring; periodic audit,dev_100432,smartphone,115.209537,155.2172005,195.224864,51:58.5
dev_100433,smart_speaker,0.8,25.512966,77.416867,59:19.5,0.71,0.668,0.065,234,69,-63.4,TRUE,2.1.6,1,0,0.57,0.161,Low,Normal monitoring; periodic audit,dev_100433,smart_speaker,111.193478,149.5019115,187.810345,59:19.5
dev_100434,sensor,0.689,18.806252,74.993092,44:27.5,0.86,0.539,0.151,128,28,-67.8,TRUE,2.0.4,7,2,0.829,0.321,Low,Normal monitoring; periodic audit,dev_100434,sensor,105.8002067,142.9522527,180.1042987,44:27.5
dev_100435,smart_speaker,0.706,21.744433,75.470828,55:22.5,0.806,0.675,0.421,95,57,-63.8,TRUE,1.2.0,0,0,0.988,0.24,Low,Normal monitoring; periodic audit,dev_100435,smart_speaker,107.4052483,144.7876623,182.1700763,55:22.5
dev_100436,vehicle,0.756,16.17801,79.565601,00:22.5,0.778,0.706,0.265,102,22,-65.2,FALSE,1.2.1,2,1,0.577,0.241,Low,Normal monitoring; periodic audit,dev_100436,vehicle,110.976138,150.3809385,189.785739,00:22.5
dev_100437,appliance,0.55,16.506789,81.463052,28:57.5,0.632,0.829,0,292,84,-71.7,TRUE,2.0.7,2,0,0.795,0.151,Low,Normal monitoring; periodic audit,dev_100437,appliance,113.752999,154.209525,194.666051,28:57.5
dev_100438,appliance,0.158,17.376448,83.207201,54:32.5,0.514,0.504,0.54,159,51,-71,FALSE,1.2.2,2,1,0.815,0.423,Medium,Schedule patch; Enable additional logging; User notification,dev_100438,appliance,116.6297507,158.1543512,199.6789517,54:32.5
